"guid","fid","name","cr","size","type","tags","section","alignment","environment","ac","hp","init","lair?","legendary?","unique?","sources"
"1192d10f-9d8c-4c6c-8b3f-df8b9773107b","thule-cs.dhuoth-giver-of-eyes","Dhuoth, Giver of Eyes","24","Gargantuan","Plant","Extraterrene","","chaotic evil","","20","390","0","","legendary","unique","Primeval Thule Campaign Setting: 248"
"37637f87-094e-4630-bf2d-877c5d42f350","thule-cs.fang-guard","Fang Guard","5","Medium","Monstrosity","Serpentman","","neutral evil","","15","91","4","","","","Primeval Thule Campaign Setting: 236"
"42e76b99-6891-4a05-9050-c855ca2b8ec1","thule-cs.frost-corpse","Frost Corpse","8","Medium","Undead","","","neutral evil","","17","76","2","","","","Primeval Thule Campaign Setting: 230"
"c65eb920-ad38-416b-949f-2e9639f764f7","thule-cs.giant-viper","Giant Viper","6","Huge","Beast","","","unaligned","","13","115","2","","","","Primeval Thule Campaign Setting: 221"
"bc609213-a5b9-4d58-bbd6-8b8aec4323c8","thule-cs.gnoph-keh-of-serex","Gnoph-Keh of Serex","10","Large","Monstrosity","Extraterrene","","chaotic evil","","13","133","1","","","","Primeval Thule Campaign Setting: 244"
"b2d31698-c47d-4330-a1b4-b36e58c061bc","thule-cs.kelauklyth","Kelauklyth","1","Medium","Humanoid","Human","","chaotic evil","","12","22","2","","","unique","Primeval Thule Campaign Setting: 252"
"e5a27b73-6905-4367-a2a3-109c1d480732","thule-cs.lorthnuun-of-the-golden-chalice","Lorthnu'un of the Golden Chalice","22","Huge","Aberration","Extraterrene","","chaotic evil","","18","348","1","","legendary","unique","Primeval Thule Campaign Setting: 250"
"90a561bd-512e-486d-a146-3dad6ae2ef59","thule-cs.mador-kheb-priest-of-set","Mador Kheb, Priest of Set","2","Medium","Humanoid","Human","","lawful evil","","14","32","0","","","unique","Primeval Thule Campaign Setting: 253"
"65b39c43-194e-4ecc-ab80-19ef9bc0dc18","thule-cs.mi-go-starcrown","Mi-Go, Starcrown","6","Medium","Plant","Extraterrene","","neutral evil","","17","85","4","","","","Primeval Thule Campaign Setting: 244"
"00ba1c71-e904-4503-b1cb-56ce666a13e0","thule-cs.moon-beast","Moon-Beast","8","Large","Aberration","Extraterrene","","chaotic evil","","16","126","0","","","","Primeval Thule Campaign Setting: 245"
"5b2de87c-1522-4dd3-a583-37bbb816c105","thule-cs.mosasaur","Mosasaur","7","Huge","Beast","","","unaligned","","13","145","0","","","","Primeval Thule Campaign Setting: 221"
"84ae5fcf-674c-4bf8-b943-5e33b972a396","thule-cs.nephys","Nephys","8","Medium","Humanoid","Half-elf","","lawful evil","","17","76","2","","","unique","Primeval Thule Campaign Setting: 254"
"742e6ccb-1cd1-4be5-b1fe-7ec41ccf28a9","thule-cs.nessk-champion","Nessk Champion","7","Large","Monstrosity","Serpentman","","neutral evil","","17","126","2","","","","Primeval Thule Campaign Setting: 236"
"677dc348-edfd-4a53-80e4-e01df1621c08","thule-cs.nessk-charmer","Nessk Charmer","9","Medium","Monstrosity","Serpentman","","neutral evil","","19","102","3","","","","Primeval Thule Campaign Setting: 237"
"a0e3b279-b1a2-440b-85fb-7e7e7b57b491","thule-cs.nightgaunt-khoori","Nightgaunt, Khoori","4","Medium","Monstrosity","Extraterrene","","chaotic neutral","","16","60","3","","","","Primeval Thule Campaign Setting: 246"
"123ae354-398e-424f-9d34-83aea2bde199","thule-cs.phoori-beastmaster","Phoori Beastmaster","3","Medium","Humanoid","Human","","chaotic evil","","14","52","3","","","","Primeval Thule Campaign Setting: 232"
"2ecb6237-f292-4da1-9bf3-764d95163237","thule-cs.phoori-dark-shaman","Phoori Dark Shaman","6","Medium","Humanoid","Human","","chaotic evil","","16","65","1","","","","Primeval Thule Campaign Setting: 233"
"9086a812-5ea0-499b-a788-53ae04f74e05","thule-cs.phoori-death-adder","Phoori Death Adder","4","Medium","Humanoid","Human","","chaotic evil","","14","58","3","","","","Primeval Thule Campaign Setting: 232"
"544831b9-2060-458d-aa18-c087437d8e73","thule-cs.plague-nomad","Plague Nomad","4","Medium","Humanoid","Extraterrene","","chaotic evil","","11","75","1","","","","Primeval Thule Campaign Setting: 249"
"4ca2cd2d-b92f-43a6-855a-6f8ace88ee53","thule-cs.polar-eidolon","Polar Eidolon","14","Huge","Elemental","","","neutral evil","","20","250","4","","","","Primeval Thule Campaign Setting: 231"
"68b14ddd-d03b-4bdf-9ce3-d01f0d447dc2","thule-cs.rakshasa-honor-guard","Rakshasa Honor Guard","8","Medium","Fiend","","","neutral evil","","18","76","2","","","","Primeval Thule Campaign Setting: 234"
"0fa5f768-2bb0-4610-96e9-86c9a34dc1be","thule-cs.rakshasa-infiltrator","Rakshasa Infiltrator","10","Medium","Fiend","","","neutral evil","","19","93","5","","","","Primeval Thule Campaign Setting: 234"
"6d34402b-7585-4e42-88e9-5b4d264b4464","thule-cs.rakshasa-raja","Rakshasa Raja","12","Medium","Fiend","","","neutral evil","","19","102","4","","","","Primeval Thule Campaign Setting: 235"
"a44a009c-9cbc-49ad-b71a-8097deb66900","thule-cs.rakshasa-swordspirit","Rakshasa Swordspirit","2","Medium","Fiend","","","neutral evil","","13","27","4","","","","Primeval Thule Campaign Setting: 235"
"5c731d9a-6e8a-4109-b5db-5695fce83754","thule-cs.ruuk-nath","Ruuk Nath","7","Medium","Humanoid","Human","","chaotic neutral","","15","157","3","","","unique","Primeval Thule Campaign Setting: 255"
"3bd49b24-5cc9-46d3-9236-5a5f5de5f91e","thule-cs.saber-tooth-cat","Saber-Tooth Cat","4","Large","Beast","","","unaligned","","12","76","2","","","","Primeval Thule Campaign Setting: 222"
"26a646b8-778e-4fda-97ec-4d89918bfbb6","thule-cs.seven-knives-darkblade","Seven Knives Darkblade","3","Medium","Humanoid","Human","","neutral evil","","16","66","4","","","","Primeval Thule Campaign Setting: 241"
"290e225c-8c6f-47eb-bbfa-a0714602c307","thule-cs.seven-knives-enforcer","Seven Knives Enforcer","1","Medium","Humanoid","Human","","neutral evil","","15","27","3","","","","Primeval Thule Campaign Setting: 240"
"7f514635-f1a3-48e9-9113-8123bb65a330","thule-cs.seven-knives-thug","Seven Knives Thug","1/4","Medium","Humanoid","Human","","neutral evil","","13","16","2","","","","Primeval Thule Campaign Setting: 240"
"220a3d06-2097-4406-982b-b1335510694a","thule-cs.shoggoth","Shoggoth","17","Gargantuan","Ooze","Extraterrene","","chaotic evil","","8","280","-2","","","","Primeval Thule Campaign Setting: 246"
"a9d19ad9-1422-4352-9be4-6f854ac116fb","thule-cs.short-faced-bear","Short-Faced Bear","5","Large","Beast","","","unaligned","","12","95","1","","","","Primeval Thule Campaign Setting: 222"
"1e6f0d8b-a6f7-4fe5-b3ad-b642df2838a2","thule-cs.slave-of-the-chalice","Slave of the Chalice","6","Medium","Humanoid","Troglodyte","","chaotic evil","","14","90","0","","","","Primeval Thule Campaign Setting: 251"
"96d32e9c-bd4c-41fd-854e-4a0621a72c30","thule-cs.star-thing-of-nheb","Star-Thing of Nheb","9","Large","Aberration","Extraterrene","","neutral evil","","17","133","0","","","","Primeval Thule Campaign Setting: 247"
"b2b24fcc-f0f4-4797-a868-4ee55e73aa8e","thule-cs.temple-guard-of-set","Temple Guard of Set","1/4","Medium","Humanoid","Human","","lawful evil","","13","16","1","","","","Primeval Thule Campaign Setting: 253"
"0b996fb5-45ff-4987-9d42-f335afd254a9","thule-cs.the-fourth-knife","The Fourth Knife","5","Medium","Humanoid","Human","","neutral evil","","17","78","4","","","","Primeval Thule Campaign Setting: 241"
"575568dd-1e67-4784-99f6-907680c10ba3","thule-cs.the-kelauble","The Kelauble","1","Small","Aberration","","","chaotic neutral","","17","22","3","","","","Primeval Thule Campaign Setting: 252"
"fdeb4efb-ee1e-41ae-96e5-1a769b5bf24f","thule-cs.thulean-cyclops","Thulean Cyclops","10","Large","Giant","","","neutral evil","","15","142","1","","","","Primeval Thule Campaign Setting: 228"
"baec7ee0-da28-4970-96a0-fff6691b97ca","thule-cs.thulean-dragon","Thulean Dragon","13","Huge","Dragon","","","neutral evil","","17","195","0","","","","Primeval Thule Campaign Setting: 229"
"25194f7f-ec20-4eb9-bd83-b2fa498c42fa","thule-cs.thulean-elk","Thulean Elk","3","Large","Beast","","","unaligned","","12","51","2","","","","Primeval Thule Campaign Setting: 223"
"b4b35e33-1234-47b7-8ce8-c9262eec8b0d","thule-cs.thulean-musk-ox","Thulean Musk Ox","2","Large","Beast","","","unaligned","","11","42","-1","","","","Primeval Thule Campaign Setting: 223"
"baddf11a-ca9a-4fb7-9a79-72b16173b5eb","thule-cs.winged-ape","Winged Ape","5","Large","Monstrosity","","","chaotic evil","","14","95","2","","","","Primeval Thule Campaign Setting: 242"
"95c8a285-abf6-41aa-b3b4-9b0d8d3f2904","thule-gm.bronze-lion","Bronze Lion","5","Medium","Humanoid","Human","The Pride of Nergal","neutral","","20","91","2","","","","Primeval Thule Gamemaster's Companion: 18"
"fe27811d-000f-4462-8e63-157770fbb5b5","thule-gm.dream-seeker-of-yga-ygo","Dream-Seeker of Yga-Ygo","3","Small","Humanoid","Human","","neutral evil","","14","44","2","","","","Primeval Thule Gamemaster's Companion: 23"
"303eb3ae-2872-4b77-b496-bb3a52762811","thule-gm.lioness-of-nergal","Lioness of Nergal","6","Medium","Humanoid","Human","The Pride of Nergal","neutral","","12","67","2","","","","Primeval Thule Gamemaster's Companion: 19"
"1783dc58-0a43-4c52-9fbb-66a0c35a446e","thule-gm.pale-hand-reaver","Pale Hand Reaver","10","Medium","Humanoid","Human","The Pale Hand","lawful evil","","16","127","1","","","","Primeval Thule Gamemaster's Companion: 16"
"3e067b55-bd1a-425e-aae0-a0adbb1c145b","thule-gm.prince-of-the-pale-hand","Prince of the Pale Hand","13","Medium","Humanoid","Human","The Pale Hand","lawful evil","","15","127","2","","","","Primeval Thule Gamemaster's Companion: 17"
"00016fd0-4f98-4eea-90cd-7c9461376e05","thule-gm.red-chimera","Red Chimera","7","Medium","Humanoid","Human","The Pride of Nergal","neutral","","14","112","2","","","","Primeval Thule Gamemaster's Companion: 19"
"815fb4dd-ac17-439d-9153-9119ba7f68f5","thule-gm.scorpion-helot","Scorpion Helot","3","Medium","Humanoid","Human","The Pride of Nergal","neutral","","15","55","3","","","","Primeval Thule Gamemaster's Companion: 18"
"6de43730-b5a7-4f0a-aa92-d94a94c28741","thule-gm.sword-weird","Sword Weird","9","Large","Elemental","","The Pale Hand","neutral evil","","14","119","4","","","","Primeval Thule Gamemaster's Companion: 17"
"fd8abecd-454d-4585-ba60-d7dd7ac54cb3","thule-gm.tcho-tcho-cannibal","Tcho-Tcho Cannibal","1/2","Small","Humanoid","Human","Tcho-Tcho","chaotic evil","","15","22","3","","","","Primeval Thule Gamemaster's Companion: 20"
"f5813b49-1665-456d-827d-6edb80d75c72","thule-gm.tcho-tcho-lama","Tcho-Tcho Lama","4","Small","Humanoid","Human","Tcho-Tcho","chaotic evil","","16","49","2","","","","Primeval Thule Gamemaster's Companion: 21"
"f8b7fbc4-42ed-4647-94f2-8977d23a26bb","thule-gm.tcho-tcho-watcher","Tcho-Tcho Watcher","3","Small","Humanoid","Human","Tcho-Tcho","chaotic evil","","15","52","3","","","","Primeval Thule Gamemaster's Companion: 21"
"3aa474b6-f6b6-429f-bc2a-76fbfa3d76bd","thule-gm.thulean-chimera","Thulean Chimera","7","Large","Monstrosity","","","chaotic evil","","15","123","2","","","","Primeval Thule Gamemaster's Companion: 14"
"bb4350a6-9d82-4ae2-b722-04847b465f61","thule-gm.thulean-manticore","Thulean Manticore","9","Large","Monstrosity","","","neutral evil","","17","152","4","","","","Primeval Thule Gamemaster's Companion: 15"
"73b97ac0-db84-4d2a-b426-958a0b74166e","thule-gm.yga-ygo-the-dweller-in-dreams","Yga-Ygo, The Dweller in Dreams","23","Huge","Aberration","Extraterrene","","neutral evil","","19","287","7","","","unique","Primeval Thule Gamemaster's Companion: 22"
"1a633d85-3731-4a4d-8c9e-a536d9adfad6","tob.abominable-beauty","Abominable Beauty","11","Medium","Fey","","","neutral evil","","18","187","4","","","","Tome of Beasts: 11"
"3c3d5ba0-b614-4566-aaaa-95fc0c8d961f","tob.accursed-defiler","Accursed Defiler","4","Medium","Undead","","","neutral evil","desert","12","75","2","","","","Tome of Beasts: 12"
"40aded6f-4cd4-4a24-969e-7d68648e9ac2","tob.adult-cave-dragon","Adult Cave Dragon","16","Huge","Dragon","","Dragons","neutral evil","underground","18","243","1","lair","legendary","","Tome of Beasts: 125"
"8e7c88ec-81bf-4a79-be26-7012eb81390a","tob.adult-flame-dragon","Adult Flame Dragon","16","Huge","Dragon","","Dragons","chaotic evil","mountain, underground","19","212","2","lair","legendary","","Tome of Beasts: 129"
"77fb4076-f427-492c-8d0a-526481be91f2","tob.adult-mithral-dragon","Adult Mithral Dragon","14","Huge","Dragon","","Dragons","neutral","mountain","18","184","4","","legendary","","Tome of Beasts: 133"
"3d8c76b6-2199-48bf-a552-e9121ba55236","tob.adult-rime-worm","Adult Rime Worm","6","Large","Elemental","","","neutral","","15","105","2","","","","Tome of Beasts: 327"
"44f93eee-8261-4407-b407-0abd856def1c","tob.adult-sea-dragon","Adult Sea Dragon","16","Huge","Dragon","","Dragons","neutral evil","aquatic","19","225","0","lair","legendary","","Tome of Beasts: 135"
"6b0abf48-3dc7-4b64-8639-40e43d15fb88","tob.adult-void-dragon","Adult Void Dragon","14","Huge","Dragon","","Dragons","chaotic neutral","desert, mountain","19","229","0","lair","legendary","","Tome of Beasts: 139"
"654e6a8e-ffdf-4f4c-9eaa-5ced89556dc3","tob.adult-wind-dragon","Adult Wind Dragon","17","Huge","Dragon","","Dragons","chaotic neutral","grassland, mountain","19","237","4","lair","legendary","","Tome of Beasts: 143"
"85acd254-e004-4c15-91b3-990d1880575d","tob.akyishigal-demon-lord-of-cockroaches","Akyishigal, Demon Lord of Cockroaches","12","Large","Fiend","Demon","Demon Lords","chaotic evil","","18","138","3","","legendary","unique","Tome of Beasts: 82"
"435835c6-f0b4-4d77-a235-c14f51f5b34b","tob.al-aeshma","Al-Aeshma","9","Large","Elemental","","Genies","chaotic evil","","17","172","2","","","","Tome of Beasts: 211"
"3ce5021d-916a-443d-a310-c41dfd8a3580","tob.ala","Ala","8","Medium","Fey","","","chaotic evil","","17","127","3","","","","Tome of Beasts: 13"
"9dcf1a47-aeca-4fa1-b998-ef708761952d","tob.alehouse-drake","Alehouse Drake","1/2","Tiny","Dragon","","","chaotic neutral","urban","13","65","3","","","","Tome of Beasts: 148"
"1e860d7b-4e49-4f53-81e0-7dba9c83555b","tob.algorith","Algorith","10","Medium","Construct","","","lawful neutral","","18","136","2","","","","Tome of Beasts: 14"
"6618d8f9-4006-4a59-8519-db3fbd103d3a","tob.alquam-demon-lord-of-night","Alquam, Demon Lord of Night","21","Huge","Fiend","Demon","Demon Lords","chaotic evil","","20","350","4","lair","legendary","unique","Tome of Beasts: 84"
"c642e6fe-042c-4286-b0f9-b150b31bc284","tob.alseid","Alseid","1/2","Medium","Monstrosity","","","chaotic neutral","forest","14","49","3","","","","Tome of Beasts: 15"
"ced91f29-a25f-4964-838e-a870b9997862","tob.alseid-grovekeeper","Alseid Grovekeeper","3","Medium","Monstrosity","","","chaotic neutral","forest","15","71","3","","","","Tome of Beasts: 15"
"90ff1f35-d729-4844-abed-fd54471d6e8c","tob.amphiptere","Amphiptere","3","Medium","Beast","","","unaligned","forest","15","60","4","","","","Tome of Beasts: 16"
"9bf4904d-c617-4523-9628-464d8c5179d1","tob.ancient-flame-dragon","Ancient Flame Dragon","24","Gargantuan","Dragon","","Dragons","chaotic evil","mountain, underground","22","481","2","lair","legendary","","Tome of Beasts: 128"
"b661391a-b533-48f0-9147-bf0c9f648244","tob.ancient-mithral-dragon","Ancient Mithral Dragon","18","Gargantuan","Dragon","","Dragons","neutral","mountain","20","297","3","","legendary","","Tome of Beasts: 132"
"baa33773-4a28-4fb3-b676-28e91ff82180","tob.ancient-sea-dragon","Ancient Sea Dragon","22","Gargantuan","Dragon","","Dragons","neutral evil","aquatic","22","481","0","lair","legendary","","Tome of Beasts: 135"
"3bc2512e-6c39-4888-9d23-c70434622b9c","tob.ancient-titan","Ancient Titan","12","Gargantuan","Celestial","Titan","","neutral good","","15","198","1","","","","Tome of Beasts: 380"
"1d027163-d5ff-41a6-be7c-c1459ceb1832","tob.ancient-void-dragon","Ancient Void Dragon","24","Gargantuan","Dragon","","Dragons","chaotic neutral","desert, mountain","22","448","0","lair","legendary","","Tome of Beasts: 138"
"4fe57631-65e5-4584-b195-534c717098f8","tob.ancient-wind-dragon","Ancient Wind Dragon","22","Gargantuan","Dragon","","Dragons","chaotic neutral","grassland, mountain","20","425","4","lair","legendary","","Tome of Beasts: 142"
"b2434c8b-600d-47ed-b3cd-4cc60718aa3f","tob.andrenjinyi","Andrenjinyi","15","Gargantuan","Celestial","","","neutral","","18","228","3","","","","Tome of Beasts: 17"
"d50661d0-ae1e-424e-a25e-6431db6bc3cf","tob.angatra","Angatra","6","Medium","Undead","","","neutral evil","forest","17","85","5","","","","Tome of Beasts: 19"
"7c81fe4e-ee03-46a9-92f4-51beef2e627f","tob.angler-worm","Angler Worm","4","Huge","Monstrosity","","","unaligned","underground","14","133","-3","","","","Tome of Beasts: 22"
"e9e27407-0f34-477c-bf29-5b467dd8688d","tob.anubian","Anubian","2","Medium","Elemental","","","chaotic evil","","13","44","3","","","","Tome of Beasts: 24"
"8d774866-4341-42c4-8679-b24b59fc6f5b","tob.apau-perape","Apau Perape","6","Large","Fiend","Demon","Demons","chaotic evil","","16","95","4","","","","Tome of Beasts: 75"
"d09d224e-f273-43b6-8d15-d7d302d859f0","tob.arbeyach","Arbeyach","21","Large","Fiend","Devil","Arch-Devils","lawful evil","","17","275","5","","legendary","unique","Tome of Beasts: 95"
"0d31b96c-68c9-467c-b193-24ab298f9301","tob.arboreal-grappler","Arboreal Grappler","3","Medium","Aberration","","","neutral evil","forest","14","90","3","","","","Tome of Beasts: 25"
"bf8bbb5c-8f14-465c-86c5-db96d697f4c2","tob.arcane-guardian","Arcane Guardian","8","Medium","Undead","","","neutral evil","","14","110","4","","","","Tome of Beasts: 358"
"5ebbc6d7-8854-4aa6-8aee-7ee021327a25","tob.aridni","Aridni","5","Small","Fey","","","neutral evil","","15","82","5","","","","Tome of Beasts: 26"
"98620d9d-449e-4459-ab8b-328aeec551a7","tob.asanbosam","Asanbosam","5","Large","Aberration","","","chaotic evil","forest","14","102","1","","","","Tome of Beasts: 27"
"cc506bd5-3b36-49d7-8b21-37d663cfad08","tob.ash-drake","Ash Drake","4","Small","Dragon","","","neutral evil","mountain, urban","16","117","2","","","","Tome of Beasts: 149"
"4f7e3706-2145-47d5-8367-6ba0381fd997","tob.automata-devil","Automata Devil","10","Large","Fiend","Devil","Devils","lawful evil","","17","168","3","","","","Tome of Beasts: 102"
"b1a5f8d4-b1c1-4f4b-8079-3124445f3d56","tob.azza-gremlin","Azza Gremlin","1/4","Small","Fey","","","neutral","mountain, urban","14","7","4","","","","Tome of Beasts: 28"
"267e5321-57ba-4bef-880e-95b1fadcaf2f","tob.baba-yagas-horsemen","Baba Yagas Horsemen","11","Medium","Fey","","","lawful neutral","","20","171","0","","","","Tome of Beasts: 29"
"9024f9d0-bab8-4d68-8414-62550e8f2171","tob.bagiennik","Bagiennik","3","Medium","Aberration","","","chaotic neutral","forest, swamp","15","75","4","","","","Tome of Beasts: 31"
"38f5ce44-3fb7-4a8d-9901-1f95cdb4fbde","tob.bandit-lord","Bandit Lord","4","Medium","Humanoid","any","Villain Codex","non-lawful","","16","91","2","","","","Tome of Beasts: 418"
"b28a0279-4cc4-4cec-a11a-4dc9afb93e55","tob.bastet-temple-cat","Bastet Temple Cat","1","Small","Monstrosity","","","chaotic neutral","urban","14","40","4","","","","Tome of Beasts: 32"
"f5c3f40a-d646-4ea4-b3f0-b0e7330ac189","tob.bear-king","Bear King","12","Medium","Fey","Shapechanger","Fey Lords and Ladies","lawful neutral","forest, grassland","18","133","0","lair","legendary","unique","Tome of Beasts: 186"
"13ccff69-326d-4414-984b-a7e5407eb71b","tob.bearfolk","Bearfolk","3","Medium","Humanoid","Bearfolk","","chaotic good","forest","14","45","2","","","","Tome of Beasts: 33"
"64722438-83d8-4323-ab65-a72eb2c28b8f","tob.beggar-ghoul","Beggar Ghoul","1/2","Medium","Undead","","Ghouls","chaotic evil","underground, urban","12","13","2","","","","Tome of Beasts: 213"
"d4d6352d-b990-4c99-9f9d-ab5c5ba159a4","tob.behtu","Behtu","2","Small","Humanoid","","","chaotic evil","forest","14","52","3","","","","Tome of Beasts: 34"
"e301d09b-5c14-45cc-bc8c-c3a2489095b8","tob.beli","Beli","2","Small","Fey","","","neutral evil","","15","45","3","","","","Tome of Beasts: 35"
"9c8588ee-09b7-44fa-b772-2ea263f28e6c","tob.bereginyas","Bereginyas","4","Tiny","Fey","","","neutral evil","mountain","15","70","5","","","","Tome of Beasts: 36"
"b1d88741-cd79-4752-bb6f-1ef696b7a9a4","tob.berstuc","Berstuc","11","Large","Fiend","Demon","Demons","chaotic evil","","18","157","0","","","","Tome of Beasts: 76"
"1c0e1fa1-2fa8-4885-a976-b46ad9bbb130","tob.black-knight-commander","Black Knight Commander","5","Medium","Humanoid","any","Villain Codex","lawful evil","","18","78","0","","","","Tome of Beasts: 418"
"af3a3b15-91d9-464d-85d7-abf95204a27a","tob.blemmyes","Blemmyes","8","Large","Monstrosity","","","chaotic evil","grassland, mountain","15","168","1","","","","Tome of Beasts: 37"
"4e484541-a397-48ef-a75d-42b63cdebf39","tob.blood-hag","Blood Hag","11","Medium","Fey","","Hags","chaotic evil","","16","178","3","","","","Tome of Beasts: 242"
"f36499ae-b897-427c-87b5-c60d63c9f68b","tob.boloti","Boloti","1","Tiny","Fey","","","neutral evil","swamp","15","63","5","","","","Tome of Beasts: 38"
"5b6e8646-2883-4816-b406-6ffb609d3a48","tob.bone-collective","Bone Collective","8","Small","Undead","","","chaotic evil","","17","120","5","","","","Tome of Beasts: 39"
"f28d1e74-980d-4ef1-912a-68e23b3bbe95","tob.bone-crab","Bone Crab","1/2","Small","Beast","","","neutral","aquatic, coast","13","33","2","","","","Tome of Beasts: 40"
"cdf3875f-178a-4a99-bcb5-15fabc681244","tob.bone-swarm","Bone Swarm","10","Large","Undead","Swarm","","chaotic evil","","17","198","4","","","","Tome of Beasts: 41"
"996fbcb6-dabd-4971-a5f9-6486169578a8","tob.bonepowder-ghoul","Bonepowder Ghoul","12","Small","Undead","","Ghouls","neutral evil","underground","18","195","5","","","","Tome of Beasts: 214"
"12a75eb1-cddd-4af7-9afd-94d639bc40e1","tob.boreas","Boreas","17","Medium","Elemental","","","chaotic evil","","20","168","6","","legendary","unique","Tome of Beasts: 42"
"83d71bdd-22d2-4206-8e5d-c6009f6d31ff","tob.bouda","Bouda","5","Medium","Fiend","Shapechanger","","neutral evil","","15","93","2","","","","Tome of Beasts: 44"
"d32bb8f5-ec73-4b91-a5f6-266466720410","tob.broodiken","Broodiken","1","Tiny","Construct","","","neutral","","13","55","2","","","","Tome of Beasts: 45"
"9f5ab0a9-5c7c-4e6c-a26f-dc00b32c4523","tob.bucca","Bucca","1/2","Tiny","Fey","","","neutral evil","","14","27","3","","","","Tome of Beasts: 46"
"4184047d-c775-4d83-8577-cac0bffa6a1c","tob.bukavac","Bukavac","9","Large","Monstrosity","","","neutral evil","forest, swamp","16","199","3","","","","Tome of Beasts: 47"
"54c396e9-6b6d-4463-bf45-2e83a01e4ef5","tob.buraq","Buraq","11","Medium","Celestial","","","lawful good","","17","152","4","","","","Tome of Beasts: 48"
"89f9f934-37cb-40f2-b3c1-188df4a4a08e","tob.burrowling","Burrowling","1/2","Small","Humanoid","Burrowling","","lawful neutral","grassland","13","27","3","","","","Tome of Beasts: 49"
"674fd6b5-592f-4717-9b03-177c1cf4f5bf","tob.cactid","Cactid","3","Large","Plant","","","unaligned","desert","14","76","-1","","","","Tome of Beasts: 50"
"4b6e0da3-3261-4d4e-a3c7-8873d4479070","tob.camazotz-demon-lord-of-bats-and-fire","Camazotz, Demon Lord of Bats and Fire","22","Large","Fiend","Demon, Shapechanger","Demon Lords","chaotic evil","","19","537","6","","legendary","unique","Tome of Beasts: 85"
"e6f3dd42-c20b-495d-a760-a6f4d8505e99","tob.cambium","Cambium","14","Large","Fiend","","","neutral evil","underground, urban","19","264","3","","","","Tome of Beasts: 51"
"b1c14b61-f2db-475c-b900-4d2ccc2a8fc1","tob.carrion-beetle","Carrion Beetle","4","Large","Beast","","","neutral","","15","127","1","","","","Tome of Beasts: 52"
"307aaf51-a949-4afd-909d-d6c31680802b","tob.cave-dragon-wyrmling","Cave Dragon Wyrmling","2","Medium","Dragon","","Dragons","neutral evil","underground","16","75","1","","","","Tome of Beasts: 127"
"0a40557f-8f49-47c7-823b-139cd49a4d2f","tob.cavelight-moss","Cavelight Moss","4","Large","Plant","","","neutral","underground","15","95","0","","","","Tome of Beasts: 53"
"5ae8fdbc-34b8-4a42-b737-72b0ac88111e","tob.chained-angel","Chained Angel","8","Medium","Celestial","","","neutral evil","","16","88","3","","","","Tome of Beasts: 20"
"5cb25d80-ed86-4817-af6a-4d934b9a633b","tob.chelicerae","Chelicerae","7","Large","Aberration","","","neutral evil","desert","16","153","3","","","","Tome of Beasts: 54"
"8a8dfede-f0b5-4173-9aac-dd3bd9d08077","tob.chernomoi","Chernomoi","1","Tiny","Fey","","","neutral","urban","13","32","4","","","","Tome of Beasts: 55"
"0f659c11-520c-4ce5-a957-d2409ccac868","tob.child-of-the-briar","Child of the Briar","1","Tiny","Plant","","","neutral evil","forest","13","50","3","","","","Tome of Beasts: 56"
"991dd272-dc07-47e6-8b5f-707d1099ceee","tob.chronalmental","Chronalmental","8","Large","Elemental","","","unaligned","","17","152","5","","","","Tome of Beasts: 57"
"4faaaab2-447c-4fe1-a1b5-fc5487e4311f","tob.cikavak","Cikavak","1/8","Tiny","Fey","","","neutral","","12","17","2","","","","Tome of Beasts: 58"
"9a2cd6b4-c9e9-45d8-9ace-7e6106ec823a","tob.city-watch-captain","City Watch Captain","4","Medium","Humanoid","any","Villain Codex","lawful neutral","urban","17","91","3","","","","Tome of Beasts: 419"
"4af41011-a054-40e9-aae0-827aa8a7a198","tob.clockwork-abomination","Clockwork Abomination","5","Large","Construct","Devil","","lawful evil","","16","76","1","","","","Tome of Beasts: 59"
"7ba732bf-d9ba-44e3-9ac7-db55bb55c17b","tob.clockwork-beetle","Clockwork Beetle","1/2","Tiny","Construct","","","unaligned","","14","15","3","","","","Tome of Beasts: 60"
"c96276b1-d369-46d8-bf47-a18e630e4623","tob.clockwork-beetle-swarm","Clockwork Beetle Swarm","3","Large","Construct","Swarm","","neutral","","14","52","3","","","","Tome of Beasts: 61"
"69b8876f-11e3-4ff6-8c14-c7a238a1b3a5","tob.clockwork-hound","Clockwork Hound","2","Medium","Construct","","","unaligned","forest, urban","12","71","2","","","","Tome of Beasts: 62"
"8aa5470b-b117-4f0f-bda0-a1049f445268","tob.clockwork-huntsman","Clockwork Huntsman","3","Medium","Construct","","","unaligned","forest, urban","14","110","2","","","","Tome of Beasts: 63"
"bb046b76-72f1-4277-940e-2dbb87d73073","tob.clockwork-myrmidon","Clockwork Myrmidon","6","Large","Construct","","","unaligned","forest, grassland, urban","16","153","2","","","","Tome of Beasts: 64"
"1cd6c9c3-ddb4-4f51-ada9-479ed2751c23","tob.clockwork-watchman","Clockwork Watchman","1/2","Medium","Construct","","","unaligned","urban","14","55","1","","","","Tome of Beasts: 65"
"d80c84ff-8bce-40e8-b7a1-035b2cded742","tob.clockwork-weaving-spider","Clockwork Weaving Spider","1","Tiny","Construct","","","unaligned","urban","15","25","3","","","","Tome of Beasts: 66"
